task,target,model,seed,rep,mae,r2,n_test
T3,dE_zy,dummy,3,0,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,3,0,2.5319749553766835,-0.007751902784199682,358
T3,dE_zy,lgbm,3,0,2.285925764181311,-0.02530184538242164,358
T3,dE_zy,dummy,3,0,2.0537302839150797,-0.002793097431726066,358
T3,dE_zy,ridge,3,0,2.387913693928639,-0.0017834942173049484,358
T3,dE_zy,lgbm,3,0,2.107396046974561,-0.015554412566080478,358
T3,dE_zy,dummy,3,0,1.9116845521619068,-0.0029592041706210104,358
T3,dE_zy,ridge,3,0,2.501027607209411,-0.09455407444923436,358
T3,dE_zy,lgbm,3,0,2.0117654648488554,0.009424959120695076,358
T3,dE_zy,dummy,3,0,3.0700275380511686,-0.0012858719080781622,358
T3,dE_zy,ridge,3,0,3.1709155191345433,0.00046517521812172724,358
T3,dE_zy,lgbm,3,0,3.1008294738947044,0.005915257819155029,358
T3,dE_zy,dummy,3,1,2.0738589620478827,-0.002762638188972266,359
T3,dE_zy,ridge,3,1,2.4757605670839293,-0.10942969986041406,359
T3,dE_zy,lgbm,3,1,2.1405613467302893,-0.05396672020907656,359
T3,dE_zy,dummy,3,1,2.2367064438193256,-0.00043284031315660165,358
T3,dE_zy,ridge,3,1,2.531974955376683,-0.007751902784199682,358
T3,dE_zy,lgbm,3,1,2.285925764181311,-0.025301845382421195,358
T3,dE_zy,dummy,3,1,2.0537302839150797,-0.002793097431726066,358
T3,dE_zy,ridge,3,1,2.387913693928639,-0.0017834942173049484,358
T3,dE_zy,lgbm,3,1,2.107396046974561,-0.015554412566080256,358
T3,dE_zy,dummy,3,1,1.9116845521619068,-0.0029592041706210104,358
T3,dE_zy,ridge,3,1,2.501027607209411,-0.09455407444923436,358
T3,dE_zy,lgbm,3,1,2.011765464848855,0.009424959120695076,358
T3,dE_zy,dummy,3,1,3.0700275380511686,-0.0012858719080783843,358
T3,dE_zy,ridge,3,1,3.1709155191345437,0.0004651752181215052,358
T3,dE_zy,lgbm,3,1,3.1008294738947044,0.005915257819154807,358
T3,dE_zy,dummy,3,2,2.0738589620478827,-0.0027626381889727103,359
T3,dE_zy,ridge,3,2,2.4757605670839298,-0.10942969986041451,359
T3,dE_zy,lgbm,3,2,2.1405613467302893,-0.05396672020907678,359
T3,dE_zy,dummy,3,2,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,3,2,2.531974955376683,-0.007751902784199904,358
T3,dE_zy,lgbm,3,2,2.285925764181311,-0.025301845382421195,358
T3,dE_zy,dummy,3,2,2.05373028391508,-0.002793097431726066,358
T3,dE_zy,ridge,3,2,2.387913693928639,-0.0017834942173049484,358
T3,dE_zy,lgbm,3,2,2.107396046974561,-0.015554412566080478,358
T3,dE_zy,dummy,3,2,1.9116845521619068,-0.0029592041706207883,358
T3,dE_zy,ridge,3,2,2.5010276072094104,-0.09455407444923414,358
T3,dE_zy,lgbm,3,2,2.0117654648488554,0.009424959120695298,358
T3,dE_zy,dummy,3,2,3.0700275380511695,-0.0012858719080786063,358
T3,dE_zy,ridge,3,2,3.1709155191345433,0.00046517521812183826,358
T3,dE_zy,lgbm,3,2,3.1008294738947044,0.00591525781915514,358
T3,dE_zy,dummy,4,0,2.0738589620478827,-0.002762638188972266,359
T3,dE_zy,ridge,4,0,2.4623807802062747,-0.10558891336281717,359
T3,dE_zy,lgbm,4,0,2.3015143190056078,-0.13262524462546987,359
T3,dE_zy,dummy,4,0,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,4,0,2.5254386328870195,-0.007424119163898402,358
T3,dE_zy,lgbm,4,0,2.351724357542571,-0.030154863432863444,358
T3,dE_zy,dummy,4,0,2.05373028391508,-0.002793097431725622,358
T3,dE_zy,ridge,4,0,2.3770776011655683,-0.0019074230698716832,358
T3,dE_zy,lgbm,4,0,2.241482851564069,-0.03211362034990062,358
T3,dE_zy,dummy,4,0,1.9116845521619068,-0.0029592041706210104,358
T3,dE_zy,ridge,4,0,2.4796186073926396,-0.09068904800011501,358
T3,dE_zy,lgbm,4,0,2.152166037754487,-0.0031898683751991896,358
T3,dE_zy,dummy,4,0,3.0700275380511695,-0.0012858719080783843,358
T3,dE_zy,ridge,4,0,3.165841074513398,0.00035757136024039404,358
T3,dE_zy,lgbm,4,0,3.185490453126965,0.012355011915883951,358
T3,dE_zy,dummy,4,1,2.0738589620478827,-0.0027626381889724883,359
T3,dE_zy,ridge,4,1,2.4623807802062747,-0.10558891336281762,359
T3,dE_zy,lgbm,4,1,2.3015143190056078,-0.13262524462546987,359
T3,dE_zy,dummy,4,1,2.236706443819326,-0.00043284031315660165,358
T3,dE_zy,ridge,4,1,2.52543863288702,-0.00742411916389818,358
T3,dE_zy,lgbm,4,1,2.3517243575425715,-0.03015486343286322,358
T3,dE_zy,dummy,4,1,2.0537302839150797,-0.002793097431725622,358
T3,dE_zy,ridge,4,1,2.3770776011655683,-0.0019074230698716832,358
T3,dE_zy,lgbm,4,1,2.241482851564069,-0.03211362034990062,358
T3,dE_zy,dummy,4,1,1.9116845521619068,-0.0029592041706207883,358
T3,dE_zy,ridge,4,1,2.4796186073926396,-0.09068904800011501,358
T3,dE_zy,lgbm,4,1,2.152166037754487,-0.0031898683751989676,358
T3,dE_zy,dummy,4,1,3.0700275380511686,-0.0012858719080781622,358
T3,dE_zy,ridge,4,1,3.1658410745133985,0.00035757136024050507,358
T3,dE_zy,lgbm,4,1,3.185490453126964,0.012355011915884284,358
T3,dE_zy,dummy,4,2,2.0738589620478827,-0.0027626381889724883,359
T3,dE_zy,ridge,4,2,2.4623807802062747,-0.10558891336281762,359
T3,dE_zy,lgbm,4,2,2.3015143190056078,-0.1326252446254701,359
T3,dE_zy,dummy,4,2,2.236706443819326,-0.0004328403131563796,358
T3,dE_zy,ridge,4,2,2.5254386328870195,-0.007424119163898402,358
T3,dE_zy,lgbm,4,2,2.351724357542572,-0.03015486343286322,358
T3,dE_zy,dummy,4,2,2.05373028391508,-0.002793097431726066,358
T3,dE_zy,ridge,4,2,2.3770776011655683,-0.0019074230698719052,358
T3,dE_zy,lgbm,4,2,2.2414828515640686,-0.03211362034990062,358
T3,dE_zy,dummy,4,2,1.9116845521619064,-0.0029592041706210104,358
T3,dE_zy,ridge,4,2,2.4796186073926396,-0.09068904800011479,358
T3,dE_zy,lgbm,4,2,2.1521660377544873,-0.0031898683751989676,358
T3,dE_zy,dummy,4,2,3.0700275380511686,-0.0012858719080781622,358
T3,dE_zy,ridge,4,2,3.165841074513398,0.0003575713602406161,358
T3,dE_zy,lgbm,4,2,3.185490453126965,0.012355011915884284,358
