run_stamp,task,model,seed,repeat,fold,f1_macro,mcc,bal_acc,n_test
20260809-204550,T1,lgbm,2,0.0,2.0,0.6825396825396826,0.37056498639919355,0.6823529411764706,32.0
20260809-204550,T1,lgbm,2,0.0,1.0,0.5460317460317461,0.36030187928883595,0.6176470588235294,33.0
20260809-204550,T1,lgbm,2,0.0,0.0,0.6761904761904762,0.3630067205194695,0.6805555555555556,34.0
20260809-204550,T1,logreg,2,0.0,4.0,0.6007226738934056,0.2581988897471611,0.6176470588235294,34.0
20260809-204550,T1,logreg,2,0.0,2.0,0.7793103448275862,0.5601675975251952,0.7784313725490195,32.0
20260809-204550,T1,logreg,1,2.0,2.0,0.7490196078431373,0.4980392156862745,0.7490196078431373,32.0
20260809-204550,T1,dummy_stratified,2,0.0,3.0,0.5735449735449736,0.1784295973545903,0.5854166666666667,31.0
20260809-204550,T1,dummy_stratified,1,1.0,1.0,0.365079365079365,-0.24309494690922778,0.38431372549019605,32.0
20260809-204550,T1,logreg,1,1.0,0.0,0.6964285714285714,0.47925723781702034,0.71875,34.0
20260809-204550,T1,dummy_stratified,1,1.0,4.0,0.5386766076421249,0.10312858091567377,0.5496323529411764,33.0
20260809-204550,T1,dummy_stratified,1,1.0,3.0,0.6421052631578947,0.3026137663344012,0.6470588235294117,34.0
20260809-204550,T1,dummy_stratified,1,1.0,2.0,0.5735449735449736,0.1784295973545903,0.5854166666666667,31.0
20260809-204550,T1,dummy_stratified,1,1.0,0.0,0.5824561403508772,0.2030905986149808,0.5972222222222222,34.0
20260809-204550,T1,dummy_majority,1,1.0,4.0,0.34,0.0,0.5,33.0
20260809-204550,T1,dummy_majority,1,1.0,3.0,0.3333333333333333,0.0,0.5,34.0
20260809-204550,T1,dummy_majority,1,1.0,2.0,0.3404255319148936,0.0,0.5,31.0
20260809-204550,T1,dummy_majority,1,1.0,1.0,0.3469387755102041,0.0,0.5,32.0
20260809-204550,T1,dummy_majority,1,1.0,0.0,0.3461538461538461,0.0,0.5,34.0
20260809-204550,T1,lgbm,1,0.0,4.0,0.6862745098039216,0.37254901960784315,0.6862745098039216,32.0
20260809-204550,T1,lgbm,1,0.0,3.0,0.6,0.24809590313546126,0.611764705882353,32.0
20260809-204550,T1,logreg,1,2.0,1.0,0.5333333333333333,0.09978901679768618,0.5473856209150327,35.0
20260809-204550,T1,lgbm,1,0.0,2.0,0.5722222222222222,0.16169527510397522,0.5790441176470589,33.0
20260809-204550,T1,lgbm,1,0.0,1.0,0.6091954022988506,0.27414177175920534,0.6284722222222222,34.0
20260809-204550,T1,logreg,1,1.0,2.0,0.7394957983193278,0.5044393564418674,0.7458333333333333,31.0
20260809-204550,T1,logreg,1,1.0,3.0,0.7235772357723578,0.5163977794943222,0.7352941176470589,34.0
20260809-204550,T1,logreg,1,1.0,1.0,0.5151515151515151,0.23175626392360707,0.5843137254901961,32.0
20260809-204550,T1,dummy_majority,1,2.0,4.0,0.3333333333333333,0.0,0.5,32.0
20260809-204550,T1,dummy_stratified,1,2.0,2.0,0.365079365079365,-0.24309494690922778,0.38431372549019605,32.0
20260809-204550,T1,dummy_stratified,1,2.0,1.0,0.3341604631927212,-0.3177489497733111,0.3464052287581699,35.0
20260809-204550,T1,dummy_stratified,1,2.0,0.0,0.4771668219944082,-0.022917462425705283,0.48897058823529416,33.0
20260809-204550,T1,logreg,1,1.0,4.0,0.5557692307692308,0.1519270924892103,0.5698529411764706,33.0
20260809-204550,T1,dummy_majority,1,2.0,3.0,0.3469387755102041,0.0,0.5,32.0
20260809-204550,T1,dummy_majority,1,2.0,2.0,0.3469387755102041,0.0,0.5,32.0
20260809-204550,T1,dummy_stratified,1,2.0,3.0,0.4285714285714286,-0.11124684011100254,0.44705882352941173,32.0
20260809-204550,T1,dummy_majority,1,2.0,1.0,0.3396226415094339,0.0,0.5,35.0
20260809-204550,T1,logreg,1,2.0,0.0,0.543778801843318,0.09666028640862784,0.5477941176470589,33.0
20260809-204550,T1,lgbm,1,1.0,4.0,0.6071428571428572,0.3001225239993905,0.6286764705882353,33.0
20260809-204550,T1,lgbm,1,1.0,3.0,0.6357142857142857,0.3143473067309658,0.6470588235294117,34.0
20260809-204550,T1,lgbm,1,1.0,2.0,0.80625,0.619252282479235,0.8083333333333333,31.0
20260809-204550,T1,lgbm,1,1.0,1.0,0.5555555555555556,0.15244937348544793,0.5725490196078431,32.0
20260809-204550,T1,lgbm,1,1.0,0.0,0.4778681120144534,0.03142696805273545,0.5138888888888888,34.0
20260809-204550,T1,dummy_majority,1,2.0,0.0,0.34,0.0,0.5,33.0
20260809-204550,T1,dummy_stratified,1,2.0,4.0,0.4285714285714286,-0.12909944487358055,0.4375,32.0
full,lgbm,1,1,0.464039408866995,-0.0485071250072665,0.4764705882352941,20260809-224057,T1-interp,
full,lgbm,1,1,0.7703703703703704,0.5831601474515877,0.7791666666666667,20260809-224057,T1-interp,
full,lgbm,1,0,0.7272727272727273,0.4558823529411764,0.7279411764705883,20260809-224057,T1-interp,
full,lgbm,1,0,0.4817813765182186,-0.0206012666872226,0.4901960784313726,20260809-224057,T1-interp,
full,lgbm,1,0,0.5844155844155844,0.260359587582133,0.6078431372549019,20260809-224057,T1-interp,
full,lgbm,1,1,0.7235772357723578,0.5163977794943222,0.7352941176470589,20260809-224057,T1-interp,
full,lgbm,1,1,0.3990697674418604,-0.1028688999747279,0.4583333333333333,20260809-224057,T1-interp,
full,lgbm,1,1,0.4327603640040445,-0.0584282940553503,0.4761029411764705,20260809-224057,T1-interp,
full,logreg,4,2,0.7793103448275862,0.5726562866782,0.78125,20260809-224057,T1-interp,
full,lgbm,1,2,0.5238095238095238,0.1084652289093281,0.5490196078431372,20260809-224057,T1-interp,
full,lgbm,1,2,0.6190476190476191,0.2430587545199011,0.6196078431372549,20260809-224057,T1-interp,
full,lgbm,1,2,0.716256157635468,0.4339326459702216,0.7156862745098038,20260809-224057,T1-interp,
full,lgbm,1,2,0.75,0.5,0.75,20260809-224057,T1-interp,
full,lgbm,2,0,0.7058823529411765,0.4166666666666667,0.7083333333333333,20260809-224057,T1-interp,
full,lgbm,1,0,0.5824561403508772,0.2030905986149808,0.5972222222222222,20260809-224057,T1-interp,
full,lgbm,2,0,0.4761904761904761,0.1745212227805299,0.5569852941176471,20260809-224057,T1-interp,
full,lgbm,1,2,0.4242424242424242,-0.150735294117647,0.4246323529411764,20260809-224057,T1-interp,
full,lgbm,1,0,0.5657894736842105,0.1714985851425088,0.5808823529411764,20260809-224057,T1-interp,
full,logreg,4,2,0.6470588235294118,0.2986111111111111,0.6493055555555556,20260809-224057,T1-interp,
full,lgbm,0,2,0.6898496240601504,0.4010555924498424,0.6930147058823529,20260809-224057,T1-interp,
full,lgbm,2,0,0.6761133603238867,0.374943053707453,0.6784313725490196,20260809-224057,T1-interp,
full,logreg,4,2,0.3098039215686274,-0.3803921568627451,0.3098039215686274,20260809-224057,T1-interp,
full,logreg,4,2,0.6173160173160173,0.2357022603955158,0.6176470588235294,20260809-224057,T1-interp,
full,lgbm,0,0,0.5607843137254902,0.139459941117976,0.5686274509803921,20260809-224057,T1-interp,
full,lgbm,0,0,0.6693191865605659,0.3692744729379982,0.6764705882352942,20260809-224057,T1-interp,
full,lgbm,0,0,0.5111111111111111,0.0260239232638613,0.5128676470588236,20260809-224057,T1-interp,
full,lgbm,0,2,0.7732497387669801,0.5481219527349985,0.7729166666666667,20260809-224057,T1-interp,
full,lgbm,0,0,0.7886363636363636,0.6498924899144511,0.7857142857142857,20260809-224057,T1-interp,
full,lgbm,0,1,0.3888888888888888,-0.2105798931586654,0.3970588235294118,20260809-224057,T1-interp,
full,lgbm,0,1,0.7878787878787878,0.5772058823529411,0.7886029411764706,20260809-224057,T1-interp,
full,lgbm,0,1,0.5557692307692308,0.1519270924892103,0.5698529411764706,20260809-224057,T1-interp,
full,lgbm,0,1,0.5333333333333333,0.1088139926032724,0.5490196078431372,20260809-224057,T1-interp,
full,lgbm,0,2,0.4819078947368421,-0.0233380014004668,0.488562091503268,20260809-224057,T1-interp,
full,lgbm,0,2,0.4260869565217391,0.0958706236059213,0.5275735294117647,20260809-224057,T1-interp,
full,lgbm,0,2,0.625,0.2549019607843137,0.6274509803921569,20260809-224057,T1-interp,
full,lgbm,0,1,0.5557692307692308,0.1856526643081264,0.5827205882352942,20260809-224057,T1-interp,
full,lgbm,2,0,0.7096774193548387,0.4208333333333333,0.7104166666666667,20260809-224057,T1-interp,
full,lgbm,4,1,0.6263736263736264,0.3333333333333333,0.6470588235294117,20260809-224057,T1-interp,
full,lgbm,2,1,0.6360294117647058,0.2767546517312798,0.6378676470588236,20260809-224057,T1-interp,
full,lgbm,3,2,0.5228070175438597,0.0493006648591634,0.5243055555555556,20260809-224057,T1-interp,
full,lgbm,3,2,0.7350649350649351,0.4714045207910317,0.7361111111111112,20260809-224057,T1-interp,
full,lgbm,3,2,0.6559139784946236,0.3131121455425747,0.65625,20260809-224057,T1-interp,
full,lgbm,4,0,0.4554554554554554,-0.0657951694959769,0.46875,20260809-224057,T1-interp,
full,lgbm,4,0,0.5901477832512315,0.2101975416981552,0.6019607843137255,20260809-224057,T1-interp,
full,lgbm,4,0,0.6267232237539766,0.3253956867279842,0.6411764705882352,20260809-224057,T1-interp,
full,lgbm,4,0,0.723205964585275,0.4587633386670924,0.7242647058823529,20260809-224057,T1-interp,
full,lgbm,3,2,0.5479166666666666,0.1004192890506867,0.55,20260809-224057,T1-interp,
full,lgbm,4,0,0.7140522875816994,0.4281045751633986,0.7140522875816994,20260809-224057,T1-interp,
full,lgbm,4,1,0.5018315018315018,0.1062295731998496,0.5451388888888888,20260809-224057,T1-interp,
full,lgbm,4,1,0.8398398398398399,0.6952687917708212,0.8372549019607842,20260809-224057,T1-interp,
full,lgbm,4,1,0.5441176470588236,0.0928344419826694,0.5458333333333334,20260809-224057,T1-interp,
full,lgbm,4,2,0.5465587044534412,0.169749828461105,0.5764705882352942,20260809-224057,T1-interp,
full,lgbm,4,2,0.4682306940371457,-0.0626224291085149,0.4686274509803921,20260809-224057,T1-interp,
full,logreg,4,2,0.6235294117647059,0.2669661729972685,0.6313725490196078,20260809-224057,T1-interp,
full,lgbm,4,2,0.6,0.2886751345948129,0.625,20260809-224057,T1-interp,
full,lgbm,4,1,0.4045584045584045,-0.1519270924892103,0.4301470588235294,20260809-224057,T1-interp,
full,lgbm,3,2,0.5299145299145299,0.1119462786762602,0.5514705882352942,20260809-224057,T1-interp,
full,lgbm,3,1,0.4682306940371457,-0.0626224291085149,0.46875,20260809-224057,T1-interp,
full,lgbm,3,1,0.8484848484848485,0.6985294117647058,0.8492647058823529,20260809-224057,T1-interp,
full,lgbm,2,1,0.5722222222222222,0.1616952751039752,0.5790441176470589,20260809-224057,T1-interp,
full,lgbm,2,1,0.7870967741935484,0.5873971250985845,0.7904411764705883,20260809-224057,T1-interp,
full,lgbm,2,1,0.6001863932898416,0.2105798931586654,0.6029411764705883,20260809-224057,T1-interp,
full,lgbm,2,1,0.7702564102564102,0.5826364566706337,0.7705882352941176,20260809-224057,T1-interp,
full,lgbm,2,2,0.3888888888888888,-0.2105798931586654,0.3970588235294118,20260809-224057,T1-interp,
full,lgbm,2,2,0.4682306940371457,-0.0552277913053009,0.4725490196078431,20260809-224057,T1-interp,
full,lgbm,2,2,0.7408906882591093,0.5067911605056783,0.7411764705882353,20260809-224057,T1-interp,
full,lgbm,2,2,0.6966911764705883,0.3933823529411764,0.6966911764705883,20260809-224057,T1-interp,
full,lgbm,2,2,0.6964285714285714,0.440086229423352,0.7058823529411764,20260809-224057,T1-interp,
full,lgbm,3,0,0.5925925925925926,0.2857197971249731,0.6277777777777778,20260809-224057,T1-interp,
full,lgbm,3,0,0.5916666666666667,0.2202240370707557,0.6045751633986928,20260809-224057,T1-interp,
full,lgbm,3,0,0.4535714285714286,-0.0628694613461931,0.4705882352941176,20260809-224057,T1-interp,
full,lgbm,3,0,0.5363247863247864,0.0913907693767413,0.54375,20260809-224057,T1-interp,
full,lgbm,3,0,0.7096774193548387,0.4208333333333333,0.7104166666666667,20260809-224057,T1-interp,
full,lgbm,3,1,0.4994944388270981,0.2160246899469286,0.5777777777777777,20260809-224057,T1-interp,
full,lgbm,3,1,0.543778801843318,0.0885614885540095,0.5441176470588236,20260809-224057,T1-interp,
full,lgbm,3,1,0.6966911764705883,0.3933823529411764,0.6966911764705883,20260809-224057,T1-interp,
full,lgbm,2,0,0.5072463768115942,0.1543033499620919,0.5588235294117647,20260809-224057,T1-interp,
full,logreg,4,1,0.6421052631578947,0.3026137663344012,0.6470588235294117,20260809-224057,T1-interp,
full,logreg,4,1,0.7793103448275862,0.5601675975251952,0.7784313725490195,20260809-224057,T1-interp,
full,logreg,0,2,0.4642857142857143,-0.0422200330920749,0.480392156862745,20260809-224057,T1-interp,
full,logreg,0,2,0.5722222222222222,0.1616952751039752,0.5790441176470589,20260809-224057,T1-interp,
full,logreg,0,2,0.530791788856305,0.0710071602496726,0.5352941176470588,20260809-224057,T1-interp,
full,logreg,0,2,0.5416666666666666,0.1586361912568206,0.5680147058823529,20260809-224057,T1-interp,
full,logreg,0,2,0.8012820512820513,0.6310315028394047,0.8020833333333333,20260809-224057,T1-interp,
full,logreg,1,0,0.6046082949308755,0.219344496081117,0.6084558823529411,20260809-224057,T1-interp,
full,logreg,1,0,0.5729468599033817,0.3914801463431356,0.6388888888888888,20260809-224057,T1-interp,
full,logreg,0,1,0.7490196078431373,0.4980392156862745,0.7490196078431373,20260809-224057,T1-interp,
full,logreg,1,0,0.6278195488721805,0.3001225239993905,0.6415441176470589,20260809-224057,T1-interp,
full,logreg,1,0,0.6825396825396826,0.3705649863991935,0.6823529411764706,20260809-224057,T1-interp,
full,logreg,1,1,0.6964285714285714,0.4792572378170203,0.71875,20260809-224057,T1-interp,
full,logreg,1,1,0.5588547189819725,0.2908008048381569,0.6137254901960785,20260809-224057,T1-interp,
full,logreg,1,1,0.7394957983193278,0.5044393564418674,0.7458333333333333,20260809-224057,T1-interp,
full,logreg,1,1,0.7235772357723578,0.5163977794943222,0.7352941176470589,20260809-224057,T1-interp,
full,logreg,1,1,0.5814634146341464,0.2227831971697517,0.5992647058823529,20260809-224057,T1-interp,
full,logreg,1,2,0.543778801843318,0.0966602864086278,0.5477941176470589,20260809-224057,T1-interp,
full,logreg,1,0,0.718475073313783,0.4497120149145933,0.723529411764706,20260809-224057,T1-interp,
full,logreg,1,2,0.5970394736842105,0.2100420126042014,0.6029411764705883,20260809-224057,T1-interp,
full,logreg,0,1,0.6898496240601504,0.4010555924498424,0.6930147058823529,20260809-224057,T1-interp,
full,logreg,0,1,0.5722222222222222,0.1487081329363505,0.5735294117647058,20260809-224057,T1-interp,
full,lgbm,4,2,0.7017543859649122,0.408491223118783,0.7013888888888888,20260809-224057,T1-interp,
full,logreg,0,0,0.6091954022988506,0.2461829819586654,0.6176470588235294,20260809-223540,T1-interp,
full,logreg,0,0,0.3913913913913914,-0.2101975416981552,0.3980392156862745,20260809-223540,T1-interp,
full,logreg,0,0,0.7048611111111112,0.4146442144313646,0.7058823529411764,20260809-223540,T1-interp,
full,lgbm,0,0,0.4778681120144534,0.0,0.5,20260809-223540,T1-interp,
full,lgbm,0,0,0.5,0.0039215686274509,0.5019607843137255,20260809-223540,T1-interp,
full,logreg,0,1,0.7870967741935484,0.5873971250985845,0.7904411764705883,20260809-224057,T1-interp,
full,lgbm,0,0,0.6421052631578947,0.3026137663344012,0.6470588235294117,20260809-223540,T1-interp,
full,lgbm,0,0,0.6585067319461444,0.483235432803187,0.6785714285714286,20260809-223540,T1-interp,
full,logreg,0,0,0.5142857142857142,0.0628694613461931,0.5294117647058824,20260809-224057,T1-interp,
full,logreg,0,0,0.5607843137254902,0.1215686274509803,0.5607843137254902,20260809-224057,T1-interp,
full,logreg,0,0,0.6739319965126417,0.358568582800318,0.6764705882352942,20260809-224057,T1-interp,
full,logreg,0,0,0.6360294117647058,0.2767546517312798,0.6378676470588236,20260809-224057,T1-interp,
full,logreg,0,0,0.5826193390452876,0.3069966278984953,0.6134453781512605,20260809-224057,T1-interp,
full,logreg,0,1,0.5722222222222222,0.1616952751039752,0.5790441176470589,20260809-224057,T1-interp,
full,lgbm,0,0,0.4829493087557603,-0.0332105582077535,0.4834558823529412,20260809-223540,T1-interp,
full,logreg,1,2,0.7490196078431373,0.4980392156862745,0.7490196078431373,20260809-224057,T1-interp,
full,logreg,1,2,0.5270935960591133,0.0552277913053009,0.5274509803921569,20260809-224057,T1-interp,
full,logreg,1,2,0.5933528836754643,0.1878672873255448,0.59375,20260809-224057,T1-interp,
full,logreg,3,1,0.4540441176470588,-0.0919117647058823,0.4540441176470588,20260809-224057,T1-interp,
full,logreg,3,1,0.8180147058823529,0.6360294117647058,0.8180147058823529,20260809-224057,T1-interp,
full,logreg,3,1,0.7870967741935484,0.5873971250985845,0.7904411764705883,20260809-224057,T1-interp,
full,logreg,3,1,0.4980392156862745,0.0,0.5,20260809-224057,T1-interp,
full,logreg,3,2,0.5111111111111111,0.0376035523497616,0.5183823529411764,20260809-224057,T1-interp,
full,logreg,3,2,0.6600877192982456,0.4235215118674525,0.6854166666666667,20260809-224057,T1-interp,
full,logreg,3,2,0.6173160173160173,0.244331446503489,0.6215277777777778,20260809-224057,T1-interp,
full,logreg,3,1,0.6898496240601504,0.4695048270344998,0.7166666666666667,20260809-224057,T1-interp,
full,logreg,3,2,0.7048611111111112,0.4097222222222222,0.7048611111111112,20260809-224057,T1-interp,
full,logreg,4,0,0.5270935960591133,0.0636284762975777,0.53125,20260809-224057,T1-interp,
full,logreg,4,0,0.5555555555555556,0.1524493734854479,0.5725490196078431,20260809-224057,T1-interp,
full,logreg,4,0,0.6862745098039216,0.3725490196078431,0.6862745098039216,20260809-224057,T1-interp,
full,logreg,4,0,0.5925925925925926,0.214373231428136,0.6011029411764706,20260809-224057,T1-interp,
full,logreg,4,0,0.6857142857142857,0.3725490196078431,0.6862745098039216,20260809-224057,T1-interp,
full,logreg,4,1,0.3452380952380952,-0.2658228069708887,0.3860294117647059,20260809-224057,T1-interp,
full,logreg,4,1,0.5492424242424242,0.2818647748881568,0.6076388888888888,20260809-224057,T1-interp,
full,logreg,3,2,0.5835835835835836,0.1973855084879306,0.59375,20260809-224057,T1-interp,
full,logreg,3,0,0.6770833333333333,0.3598357857649609,0.6791666666666667,20260809-224057,T1-interp,
full,logreg,3,0,0.5735449735449736,0.1581716626131279,0.5770833333333334,20260809-224057,T1-interp,
full,logreg,3,0,0.6739319965126417,0.358568582800318,0.6764705882352942,20260809-224057,T1-interp,
full,logreg,2,0,0.575,0.1668244202908771,0.5798611111111112,20260809-224057,T1-interp,
full,logreg,2,0,0.5227272727272727,0.2408515181216689,0.5863970588235294,20260809-224057,T1-interp,
full,logreg,2,0,0.7793103448275862,0.5601675975251952,0.7784313725490195,20260809-224057,T1-interp,
full,logreg,2,0,0.7732497387669801,0.5612263992588653,0.7770833333333333,20260809-224057,T1-interp,
full,logreg,2,0,0.6739319965126417,0.358568582800318,0.6764705882352942,20260809-224057,T1-interp,
full,logreg,2,1,0.4829493087557603,-0.0332105582077535,0.4834558823529412,20260809-224057,T1-interp,
full,logreg,2,1,0.6333333333333333,0.2857869978581887,0.6397058823529411,20260809-224057,T1-interp,
full,logreg,2,1,0.6060606060606061,0.213235294117647,0.6066176470588236,20260809-224057,T1-interp,
full,logreg,2,1,0.6966911764705883,0.3985266984930429,0.6985294117647058,20260809-224057,T1-interp,
full,logreg,2,1,0.8095238095238095,0.6255774501577784,0.807843137254902,20260809-224057,T1-interp,
full,logreg,2,2,0.5299145299145299,0.1119462786762602,0.5514705882352942,20260809-224057,T1-interp,
full,logreg,2,2,0.5076923076923077,0.108465228909328,0.5470588235294118,20260809-224057,T1-interp,
full,logreg,2,2,0.539313399778516,0.1905246652387925,0.5745098039215686,20260809-224057,T1-interp,
full,logreg,2,2,0.6944444444444444,0.4098787206124022,0.7003676470588236,20260809-224057,T1-interp,
full,logreg,2,2,0.7235772357723578,0.5163977794943222,0.7352941176470589,20260809-224057,T1-interp,
full,logreg,3,0,0.6060606060606061,0.2222222222222222,0.6111111111111112,20260809-224057,T1-interp,
full,logreg,3,0,0.5955555555555556,0.3429971702850177,0.6372549019607843,20260809-224057,T1-interp,
full,logreg,4,1,0.6436781609195402,0.2887054560207244,0.64375,20260809-224057,T1-interp,
full,lgbm,4,2,0.6421052631578947,0.3026137663344012,0.6470588235294117,20260809-224057,T1-interp,
